GID,SYMBOL,GENENAME
SEN_RS19945,SEN_RS19945,DUF3829 domain-containing protein
SEN_RS06885,SEN_RS06885,DeoR/GlpR transcriptional regulator
SEN_RS19365,rffG,dTDP-glucose 4-6-dehydratase
SEN_RS15800,ubiK,ubiquinone biosynthesis accessory factor UbiK
SEN_RS13055,dmsB,dimethylsulfoxide reductase subunit B
SEN_RS11910,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase
SEN_RS18640,SEN_RS18640,Rpn family recombination-promoting nuclease/putative transposase
SEN_RS07170,kil,cell division protein FtsZ
SEN_RS24685,ibsA,type I toxin-antitoxin system Ibs family toxin
SEN_RS17425,glpE,thiosulfate sulfurtransferase GlpE
SEN_RS12810,acrD,multidrug efflux RND transporter permease AcrD
SEN_RS08100,SEN_RS08100,ROK family transcriptional regulator
SEN_RS07395,SEN_RS07395,Tar ligand binding domain-containing protein
SEN_RS15575,SEN_RS15575,HAMP domain-containing protein
SEN_RS01385,SEN_RS01385,DUF2195 family protein
SEN_RS02315,SEN_RS02315,membrane protein
SEN_RS22225,SEN_RS22225,MFS transporter
SEN_RS16555,SEN_RS16555,triphosphoribosyl-dephospho-CoA synthase
SEN_RS05725,aspS,aspartate--tRNA ligase
SEN_RS09090,SEN_RS09090,aldo/keto reductase
SEN_RS07700,fdnG,formate dehydrogenase-N subunit alpha
SEN_RS01790,SEN_RS01790,DUF1471 domain-containing protein
SEN_RS02880,fepB,Fe2+-enterobactin ABC transporter substrate-binding protein
SEN_RS06820,sohB,protease SohB
SEN_RS15130,argP,DNA-binding transcriptional regulator ArgP
SEN_RS10060,SEN_RS10060,phage major capsid protein
SEN_RS14235,spaN,SPI-1 type III secretion system protein SpaN
SEN_RS15970,SEN_RS15970,DUF883 domain-containing protein
SEN_RS11050,mdtA,multidrug efflux RND transporter subunit MdtA
SEN_RS18740,rbsK,ribokinase
SEN_RS16250,SEN_RS16250,helix-turn-helix transcriptional regulator
SEN_RS20490,tuf,elongation factor Tu
SEN_RS03690,SEN_RS03690,oxaloacetate decarboxylase subunit gamma
SEN_RS16955,rplX,50S ribosomal protein L24
SEN_RS18980,rpmH,50S ribosomal protein L34
SEN_RS18340,gpmM,2-3-bisphosphoglycerate-independent phosphoglycerate mutase
SEN_RS21595,ulaR,HTH-type transcriptional regulator UlaR
SEN_RS20740,SEN_RS20740,Cof-type HAD-IIB family hydrolase
SEN_RS00165,SEN_RS00165,aryl-sulfate sulfotransferase
SEN_RS00830,SEN_RS00830,hypothetical protein
SEN_RS17035,tuf,elongation factor Tu
SEN_RS24715,ypfM,protein YpfM
SEN_RS17775,SEN_RS17775,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ
SEN_RS11055,mdtB,multidrug efflux RND transporter permease subunit MdtB
SEN_RS11915,menF,isochorismate synthase MenF
SEN_RS24920,SEN_RS24920,PQQ-dependent sugar dehydrogenase
SEN_RS03120,rsfS,ribosome silencing factor
SEN_RS04875,hspQ,heat shock protein HspQ
SEN_RS20945,uvrA,excinuclease ABC subunit UvrA
SEN_RS01390,SEN_RS01390,DUF2778 domain-containing protein
SEN_RS07965,SEN_RS07965,YdeI family stress tolerance OB fold protein
SEN_RS22375,SEN_RS22375,SIS domain-containing protein
SEN_RS20485,SEN_RS20485,tRNA-Thr
SEN_RS09095,SEN_RS09095,carbohydrate kinase family protein
SEN_RS01795,prpR,propionate catabolism operon regulatory protein PrpR
SEN_RS02320,maa,maltose O-acetyltransferase
SEN_RS02905,entH,proofreading thioesterase EntH
SEN_RS04390,macB,macrolide ABC transporter ATP-binding protein/permease MacB
SEN_RS17300,SEN_RS17300,DUF4153 domain-containing protein
SEN_RS21300,SEN_RS21300,protein-disulfide reductase DsbD
SEN_RS21790,pmbA,metalloprotease PmbA
SEN_RS04600,msbA,lipid A ABC transporter ATP-binding protein/permease MsbA
SEN_RS10065,SEN_RS10065,HK97 family phage prohead protease
SEN_RS19835,yihS,sulfoquinovose isomerase
SEN_RS14240,spaM,SPI-1 type III secretion system protein SpaM
SEN_RS13240,SEN_RS13240,hypothetical protein
SEN_RS05360,fliK,flagellar hook length control protein FliK
SEN_RS11060,mdtC,multidrug efflux RND transporter permease subunit MdtC
SEN_RS22650,SEN_RS22650,hypothetical protein
SEN_RS06380,fadR,fatty acid metabolism transcriptional regulator FadR
SEN_RS03695,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha
SEN_RS22010,SEN_RS22010,LacI family DNA-binding transcriptional regulator
SEN_RS06890,SEN_RS06890,hypothetical protein
SEN_RS19370,SEN_RS19370,sugar nucleotidyltransferase
SEN_RS20085,SEN_RS20085,aminoimidazole riboside kinase
SEN_RS15805,glgS,cell surface composition regulator GlgS
SEN_RS08215,SEN_RS08215,PTS transporter subunit EIIB
SEN_RS13245,mltF,membrane-bound lytic murein transglycosylase MltF
SEN_RS03025,citD,citrate lyase acyl carrier protein
SEN_RS11065,SEN_RS11065,MFS transporter
SEN_RS07175,SEN_RS07175,super-infection exclusion protein B
SEN_RS12815,SEN_RS12815,ArsC family reductase
SEN_RS11920,elaB,stress response protein ElaB
SEN_RS14895,kduI,5-dehydro-4-deoxy-D-glucuronate isomerase
SEN_RS06700,SEN_RS06700,ion transporter
SEN_RS07400,SEN_RS07400,LysR family transcriptional regulator
SEN_RS15580,SEN_RS15580,TIGR00645 family protein
SEN_RS16720,panF,sodium/pantothenate symporter
SEN_RS01395,SEN_RS01395,hypothetical protein
SEN_RS05850,SEN_RS05850,DNA polymerase III subunit theta
SEN_RS03130,SEN_RS03130,adenosylcobalamin/alpha-ribazole phosphatase
SEN_RS00105,SEN_RS00105,fimbrial protein BcfA
SEN_RS09100,SEN_RS09100,ketose-bisphosphate aldolase
SEN_RS18230,selB,selenocysteine-specific translation elongation factor
SEN_RS01800,prpB,methylisocitrate lyase
SEN_RS02325,hha,hemolysin expression modulator Hha
SEN_RS16465,SEN_RS16465,DUF1016 family protein
SEN_RS10070,SEN_RS10070,phage portal protein
SEN_RS14245,invC,SctN family type III secretion system ATPase InvC
SEN_RS13250,tadA,tRNA adenosine(34) deaminase TadA
SEN_RS07600,SEN_RS07600,NADP-dependent oxidoreductase
SEN_RS15975,SEN_RS15975,phage holin family protein
SEN_RS01310,SEN_RS01310,tRNA-Asp
SEN_RS18745,SEN_RS18745,DeoR family transcriptional regulator
SEN_RS16260,secG,preprotein translocase subunit SecG
SEN_RS19670,hemG,menaquinone-dependent protoporphyrinogen IX dehydrogenase
SEN_RS06130,sopE2,SPI-1 type III secretion system guanine nucleotide exchange factor SopE2
SEN_RS17545,SEN_RS17545,phosphotriesterase
SEN_RS20235,SEN_RS20235,TIGR02117 family protein
SEN_RS18985,rnpA,ribonuclease P protein component
SEN_RS07795,SEN_RS07795,RidA family protein
SEN_RS05150,SEN_RS05150,Gfo/Idh/MocA family oxidoreductase
SEN_RS20745,SEN_RS20745,hypothetical protein
SEN_RS17780,gorA,glutathione-disulfide reductase
SEN_RS16875,SEN_RS16875,DUF1992 domain-containing protein
SEN_RS13255,yfhb,phosphatidylglycerophosphatase C
SEN_RS18450,mutM,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
SEN_RS00835,SEN_RS00835,YacL family protein
SEN_RS06230,rlmA,23S rRNA (guanine(745)-N(1))-methyltransferase
SEN_RS11070,baeS,two-component system sensor histidine kinase BaeS
SEN_RS11925,SEN_RS11925,GNAT family N-acetyltransferase
SEN_RS24215,SEN_RS24215,PQQ-dependent sugar dehydrogenase
SEN_RS17935,dppF,dipeptide ABC transporter ATP binding subunit DppF
SEN_RS04880,rlmI,23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI
SEN_RS20955,ssb1,single-stranded DNA-binding protein SSB1
SEN_RS19145,mioC,FMN-binding protein MioC
SEN_RS18495,SEN_RS18495,YicC family protein
SEN_RS03700,SEN_RS03700,oxalacetate decarboxylase subunit beta
SEN_RS03135,SEN_RS03135,threonine-phosphate decarboxylase
SEN_RS09105,SEN_RS09105,NAD(P)-dependent alcohol dehydrogenase
SEN_RS04395,cspD,cold shock-like protein CspD
SEN_RS01805,prpC,2-methylcitrate synthase
SEN_RS02330,tomB,Hha toxicity modulator TomB
SEN_RS02870,fepD,Fe(3+)-siderophore ABC transporter permease
SEN_RS06540,SEN_RS06540,SirB family protein
SEN_RS04710,SEN_RS04710,hypothetical protein
SEN_RS24955,SEN_RS24955,hypothetical protein
SEN_RS04605,lpxK,tetraacyldisaccharide 4'-kinase
SEN_RS21145,pmrB,two-component system sensor histidine kinase PmrB
SEN_RS14250,spaK,SPI-1 type III secretion system chaperone SpaK
SEN_RS21455,SEN_RS21455,tRNA-Gly
SEN_RS13260,SEN_RS13260,PTS transporter subunit EIIC
SEN_RS05365,fliJ,flagella biosynthesis chaperone FliJ
SEN_RS24830,SEN_RS24830,IS3 family transposase
SEN_RS12820,dapE,succinyl-diaminopimelate desuccinylase
SEN_RS24550,SEN_RS24550,hypothetical protein
SEN_RS05590,otsA,alpha-alpha-trehalose-phosphate synthase
SEN_RS01400,SEN_RS01400,RHS domain-containing protein
SEN_RS19950,SEN_RS19950,AzlD domain-containing protein
SEN_RS06895,pdeR,cyclic di-GMP phosphodiesterase
SEN_RS19375,rffC,dTDP-4-amino-4-6-dideoxy-D-galactose acyltransferase
SEN_RS22435,SEN_RS22435,DUF1435 domain-containing protein
SEN_RS15810,SEN_RS15810,DUF1449 family protein
SEN_RS07180,SEN_RS07180,DUF1391 family protein
SEN_RS13060,SEN_RS13060,molybdopterin-dependent oxidoreductase
SEN_RS18645,SEN_RS18645,2-dehydro-3-deoxy-phosphogluconate aldolase
SEN_RS11075,baeR,two-component system response regulator BaeR
SEN_RS11930,rbn,ribonuclease BN
SEN_RS14900,SEN_RS14900,acetyl-CoA C-acetyltransferase
SEN_RS08105,SEN_RS08105,LysR family transcriptional regulator
SEN_RS07405,SEN_RS07405,VOC family protein
SEN_RS05970,SEN_RS05970,Mov34/MPN/PAD-1 family protein
SEN_RS15585,SEN_RS15585,RNA helicase
SEN_RS16560,SEN_RS16560,oxalacetate decarboxylase subunit beta
SEN_RS03705,SEN_RS03705,triphosphoribosyl-dephospho-CoA synthase
SEN_RS03140,nadD,nicotinate-nucleotide adenylyltransferase
SEN_RS21435,rsgA,small ribosomal subunit biogenesis GTPase RsgA
SEN_RS15135,SEN_RS15135,oxidative stress defense protein
SEN_RS06825,SEN_RS06825,YciN family protein
SEN_RS15350,SEN_RS15350,YggL family protein
SEN_RS10080,SEN_RS10080,terminase large subunit
SEN_RS14255,invA,type III secretion system export apparatus protein InvA
SEN_RS13265,murQ,N-acetylmuramic acid 6-phosphate etherase
SEN_RS18110,SEN_RS18110,YiaA/YiaB family protein
SEN_RS00840,SEN_RS00840,2-keto-3-deoxygluconate permease 1
SEN_RS15980,SEN_RS15980,YqjK-like family protein
SEN_RS18750,ilvN,acetolactate synthase small subunit
SEN_RS16265,glmM,phosphoglucosamine mutase
SEN_RS20495,secE,preprotein translocase subunit SecE
SEN_RS16960,rplN,50S ribosomal protein L14
SEN_RS18990,yidD,membrane protein insertion efficiency factor YidD
SEN_RS18345,envC,murein hydrolase activator EnvC
SEN_RS00330,dapB,4-hydroxy-tetrahydrodipicolinate reductase
SEN_RS06030,SEN_RS06030,hypothetical protein
SEN_RS07900,SEN_RS07900,bestrophin family protein
SEN_RS11080,SEN_RS11080,hypothetical protein
SEN_RS17940,dppD,dipeptide ABC transporter ATP-binding protein
SEN_RS17040,fusA,elongation factor G
SEN_RS04180,SEN_RS04180,glutathione S-transferase family protein
SEN_RS17785,SEN_RS17785,type II asparaginase
SEN_RS04885,SEN_RS04885,YbhB/YbcL family Raf kinase inhibitor-like protein
SEN_RS20960,siiA,SPI-4 type I secretion system auxiliary protein SiiA
SEN_RS12485,SEN_RS12485,tRNA-Val
SEN_RS11935,SEN_RS11935,chemotaxis protein CheV
SEN_RS03160,SEN_RS03160,UxaA family hydrolase
SEN_RS09110,SEN_RS09110,MFS transporter
SEN_RS01815,prpE,propionate--CoA ligase
SEN_RS04610,SEN_RS04610,winged helix-turn-helix domain-containing protein
SEN_RS21700,SEN_RS21700,DMT family transporter
SEN_RS09360,SEN_RS09360,tRNA-Arg
SEN_RS17305,pckA,phosphoenolpyruvate carboxykinase (ATP)
SEN_RS15445,SEN_RS15445,APC family permease
SEN_RS21795,cybC,cytochrome b562
SEN_RS02340,acrA,multidrug efflux RND transporter periplasmic adaptor subunit AcrA
SEN_RS10085,SEN_RS10085,phage terminase small subunit P27 family
SEN_RS19840,yihT,sulfofructosephosphate aldolase
SEN_RS14260,invE,type III secretion system gatekeeper InvE
SEN_RS13270,SEN_RS13270,MurR/RpiR family transcriptional regulator
SEN_RS00845,SEN_RS00845,D-threonate kinase
SEN_RS00240,lspA,signal peptidase II
SEN_RS01405,SEN_RS01405,hypothetical protein
SEN_RS22655,SEN_RS22655,tRNA/rRNA methyltransferase
SEN_RS06385,SEN_RS06385,SpoVR family protein
SEN_RS03710,SEN_RS03710,iron ABC transporter permease
SEN_RS06900,SEN_RS06900,exoribonuclease II
SEN_RS19380,rffA,dTDP-4-amino-4-6-dideoxygalactose transaminase
SEN_RS22725,SEN_RS22725,RtT sRNA
SEN_RS20090,SEN_RS20090,ADP-ribosylglycohydrolase family protein
SEN_RS15815,SEN_RS15815,flotillin family protein
SEN_RS13275,SEN_RS13275,oxidoreductase
SEN_RS21520,purA,adenylosuccinate synthase
SEN_RS03020,citE,citrate (pro-3S)-lyase subunit beta
SEN_RS15590,SEN_RS15590,hypothetical protein
SEN_RS07410,SEN_RS07410,carboxylesterase/lipase family protein
SEN_RS11085,SEN_RS11085,DUF1266 domain-containing protein
SEN_RS18555,SEN_RS18555,AsmA family protein
SEN_RS14905,SEN_RS14905,LysR family transcriptional regulator
SEN_RS06705,SEN_RS06705,YciU family protein
SEN_RS07525,SEN_RS07525,U32 family peptidase
SEN_RS07185,SEN_RS07185,helix-turn-helix domain-containing protein
SEN_RS16725,prmA,50S ribosomal protein L11 methyltransferase
SEN_RS22170,SEN_RS22170,dienelactone hydrolase family protein
SEN_RS05855,yobA,CopC domain-containing protein YobA
SEN_RS11940,SEN_RS11940,VWA domain-containing protein
SEN_RS03150,lptE,LPS assembly lipoprotein LptE
SEN_RS09115,SEN_RS09115,zinc-binding dehydrogenase
SEN_RS01820,hemB,porphobilinogen synthase
SEN_RS24470,SEN_RS24470,MarC family protein
SEN_RS15140,argO,arginine exporter ArgO
SEN_RS23385,SEN_RS23385,HNH endonuclease
SEN_RS02345,acrR,multidrug efflux transporter transcriptional repressor AcrR
SEN_RS14265,invG,type III secretion system outer membrane ring protein InvG
SEN_RS13280,SEN_RS13280,OFA family MFS transporter
SEN_RS15985,SEN_RS15985,DoxX family protein
SEN_RS11090,SEN_RS11090,DUF4034 domain-containing protein
SEN_RS18755,ilvB,acetolactate synthase large subunit
SEN_RS16270,folP,dihydropteroate synthase
SEN_RS24695,SEN_RS24695,DUF1877 family protein
SEN_RS19700,mobB,molybdopterin-guanine dinucleotide biosynthesis protein B
SEN_RS09120,SEN_RS09120,YeaC family protein
SEN_RS17550,ggt,gamma-glutamyltransferase
SEN_RS20240,SEN_RS20240,aryl-sulfate sulfotransferase
SEN_RS05155,SEN_RS05155,hypothetical protein
SEN_RS07800,SEN_RS07800,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
SEN_RS13285,SEN_RS13285,LysR family transcriptional regulator
SEN_RS20750,SEN_RS20750,PTS sugar transporter
SEN_RS00075,SEN_RS00075,phage holin family protein
SEN_RS14270,invF,type III secretion system transcriptional activator InvF
SEN_RS17945,dppC,dipeptide ABC transporter permease DppC
SEN_RS11095,SEN_RS11095,tRNA 5-hydroxyuridine modification protein YegQ
SEN_RS06235,mntP,manganese efflux pump MntP
SEN_RS17790,SEN_RS17790,anaerobic C4-dicarboxylate transporter
SEN_RS04890,SEN_RS04890,AraC family transcriptional regulator
SEN_RS20965,SEN_RS20965,MotA/TolQ/ExbB proton channel family protein
SEN_RS03155,leuS,leucine--tRNA ligase
SEN_RS19150,asnC,transcriptional regulator AsnC
SEN_RS11945,nuoN,NADH-quinone oxidoreductase subunit NuoN
SEN_RS03715,SEN_RS03715,ABC transporter ATP-binding protein
SEN_RS22345,SEN_RS22345,sigma-54-dependent transcriptional regulator
SEN_RS09125,msrB,peptide-methionine (R)-S-oxide reductase MsrB
SEN_RS12825,SEN_RS12825,YpfN family protein
SEN_RS01825,ehaB,autotransporter adhesin EhaB
SEN_RS00220,rpsT,30S ribosomal protein S20
SEN_RS22535,lplA,lipoate--protein ligase LplA
SEN_RS04615,ycaR,protein YcaR
SEN_RS06545,SEN_RS06545,tetratricopeptide repeat-containing protein
SEN_RS04715,SEN_RS04715,hypothetical protein
SEN_RS02350,mscK,mechanosensitive channel MscK
SEN_RS13290,SEN_RS13290,YfhL family 4Fe-4S dicluster ferredoxin
SEN_RS04400,clpS,ATP-dependent Clp protease adapter ClpS
SEN_RS14275,invH,SPI-1 type III secretion system invasion lipoprotein InvH
SEN_RS21150,pmrA,two-component system response regulator PmrA
SEN_RS00855,SEN_RS00855,DeoR/GlpR transcriptional regulator
SEN_RS05370,fliI,flagellum-specific ATP synthase FliI
SEN_RS21750,tamB,autotransporter assembly complex protein TamB
SEN_RS05595,uspC,universal stress protein UspC
SEN_RS11950,nuoM,NADH-quinone oxidoreductase subunit M
SEN_RS01410,SEN_RS01410,SymE family type I addiction module toxin
SEN_RS17170,ppiA,peptidylprolyl isomerase A
SEN_RS09130,gapA,glyceraldehyde-3-phosphate dehydrogenase
SEN_RS06905,SEN_RS06905,CMD domain-containing protein
SEN_RS25000,SEN_RS25000,type I toxin-antitoxin system Ibs family toxin
SEN_RS05730,nudB,dihydroneopterin triphosphate diphosphatase
SEN_RS20095,SEN_RS20095,GntR family transcriptional regulator
SEN_RS13065,pbpC,peptidoglycan glycosyltransferase PbpC
SEN_RS18650,dgaE,D-glucosaminate-6-phosphate ammonia lyase
SEN_RS23475,SEN_RS23475,non-LEE encoded effector protein NleB
SEN_RS07415,SEN_RS07415,glucan biosynthesis protein
SEN_RS14910,SEN_RS14910,multidrug/biocide efflux PACE transporter
SEN_RS17430,glpD,glycerol-3-phosphate dehydrogenase
SEN_RS08110,SEN_RS08110,MFS transporter
SEN_RS15595,SEN_RS15595,hypothetical protein
SEN_RS11955,nuoL,NADH-quinone oxidoreductase subunit L
SEN_RS07705,fdxH,formate dehydrogenase subunit beta
SEN_RS03320,nagD,ribonucleotide monophosphatase NagD
SEN_RS16565,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha
SEN_RS21440,orn,oligoribonuclease
SEN_RS03720,gpmA,2-3-diphosphoglycerate-dependent phosphoglycerate mutase
SEN_RS22230,SEN_RS22230,DUF445 domain-containing protein
SEN_RS22730,SEN_RS22730,RtT sRNA
SEN_RS09135,SEN_RS09135,D-hexose-6-phosphate mutarotase
SEN_RS01830,iprA,hydrogen peroxide resistance inhibitor IprA
SEN_RS15355,trmB,tRNA (guanosine(46)-N7)-methyltransferase TrmB
SEN_RS15145,SEN_RS15145,small-conductance mechanosensitive channel MscS
SEN_RS02355,SEN_RS02355,Rpn family recombination-promoting nuclease/putative transposase
SEN_RS13295,SEN_RS13295,holo-ACP synthase
SEN_RS10095,SEN_RS10095,DUF2514 domain-containing protein
SEN_RS23700,SEN_RS23700,IS3 family transposase
SEN_RS18115,xylB,xylulokinase
SEN_RS00860,speD,adenosylmethionine decarboxylase
SEN_RS15990,SEN_RS15990,glutathione S-transferase family protein
SEN_RS11100,SEN_RS11100,CesT family type III secretion system chaperone
SEN_RS18760,ivbL,ilvB operon leader peptide IvbL
SEN_RS16275,ftsH,ATP-dependent zinc metalloprotease FtsH
SEN_RS11960,nuoK,NADH-quinone oxidoreductase subunit NuoK
SEN_RS20500,nusG,transcription termination/antitermination protein NusG
SEN_RS16965,rpsQ,30S ribosomal protein S17
SEN_RS09140,SEN_RS09140,aldo/keto reductase
SEN_RS02885,entC,isochorismate synthase EntC
SEN_RS18995,yidC,membrane protein insertase YidC
SEN_RS18350,SEN_RS18350,divergent polysaccharide deacetylase family protein
SEN_RS13300,pdxJ,pyridoxine 5'-phosphate synthase
SEN_RS10100,SEN_RS10100,glycoside hydrolase family 19 protein
SEN_RS21600,ulaG,L-ascorbate 6-phosphate lactonase
SEN_RS14280,SEN_RS14280,DUF1778 domain-containing protein
SEN_RS06035,SEN_RS06035,DUF1441 family protein
SEN_RS07905,SEN_RS07905,DUF4186 domain-containing protein
SEN_RS11105,SEN_RS11105,hypothetical protein
SEN_RS17950,dppB,dipeptide ABC transporter permease DppB
SEN_RS17045,rpsG,30S ribosomal protein S7
SEN_RS04185,dacC,serine-type D-Ala-D-Ala carboxypeptidase
SEN_RS24575,SEN_RS24575,hypothetical protein
SEN_RS04895,yccX,acylphosphatase
SEN_RS11965,nuoJ,NADH-quinone oxidoreductase subunit J
SEN_RS20970,siiC,SPI-4 type I secretion system protein SiiC
SEN_RS03165,SEN_RS03165,UxaA family hydrolase
SEN_RS12490,SEN_RS12490,tRNA-Val
SEN_RS19155,asnA,aspartate--ammonia ligase
SEN_RS07970,SEN_RS07970,2-oxo-tetronate isomerase
SEN_RS22380,opgB,phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase
SEN_RS20645,SEN_RS20645,16S ribosomal RNA
SEN_RS09145,SEN_RS09145,anaerobic sulfatase maturase
SEN_RS01835,ampH,D-alanyl-D-alanine- carboxypeptidase/endopeptidase AmpH
SEN_RS12830,tmcA,tRNA cytosine(34) acetyltransferase TmcA
SEN_RS04620,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase
SEN_RS17310,envZ,two-component system sensor histidine kinase EnvZ
SEN_RS21305,cutA,divalent cation tolerance protein CutA
SEN_RS21800,SEN_RS21800,glycine dehydrogenase
SEN_RS13305,recO,DNA repair protein RecO
SEN_RS10105,SEN_RS10105,phage holin family protein
SEN_RS19845,yihU,sulfolactaldehyde 3-reductase
SEN_RS14285,SEN_RS14285,GNAT family N-acetyltransferase
SEN_RS00865,speE,polyamine aminopropyltransferase
SEN_RS11970,nuoI,NADH-quinone oxidoreductase subunit NuoI
SEN_RS22015,idnT,gnt-II system L-idonate transporter
SEN_RS06390,SEN_RS06390,D-amino acid dehydrogenase
SEN_RS22075,sefB,SEF14/SEF18 fimbria chaperone SefB
SEN_RS09150,SEN_RS09150,MipA/OmpV family protein
SEN_RS06910,fabI,enoyl-ACP reductase FabI
SEN_RS15820,hldE,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE
